Tag Code,Release Site Name,Mark Date,Mark DOY,Mark Length mm,Mark Weight g,Release Temp. C,Recap Date,Recap DOY,Recap Site,Recap Length mm,Recap Weight g,Total days,Growth_FL,Growth_Wt
3D9.1BF1CB0CB7,Herd Creek,8/10/2005,222,80,6.2,12,5/3/2006,123,Little Goose,115,15.5,266,35,9.3
3D9.1C2DE8B153,Herd Creek,8/4/2012,217,81,7,9.5,4/18/2013,108,Lower Granite,97,8.8,256,16,1.8
3DD.007781CABC,Herd Creek,7/18/2015,199,81,5.8,13,4/14/2016,105,Lower Granite,114,12,271,33,6.2
3D9.1C2E07CA86,Herd Creek,7/31/2013,212,81,5.6,11,4/19/2014,109,Lower Granite,107,12.6,262,26,7
3D9.1BF15D3E6B,Herd Creek,8/12/2002,224,81,6.5,8,5/25/2003,145,Little Goose,117,15.3,286,36,8.8
3DD.00779BBD70,Herd Creek,7/13/2017,194,82,5.9,8.5,4/13/2018,103,Lower Granite,102,11.3,274,20,5.4
3D9.1BF1C73AFA,Herd Creek,8/10/2005,222,82,7.9,11,5/20/2006,140,Little Goose,104,14,283,22,6.1
3DD.0077B38DC3,Herd Creek,7/18/2018,199,82,7.8,11,4/13/2019,103,Lower Granite,114,18.8,269,32,11
3D9.1BF15D6F98,Herd Creek,8/13/2002,225,83,8.1,12.5,5/29/2003,149,Little Goose,114,14.9,289,31,6.8
3D9.1BF15D31A1,Herd Creek,8/13/2002,225,84,8,12.5,4/25/2003,115,Little Goose,106,10,255,22,2
3D9.1BF15E92B7,Herd Creek,8/13/2002,225,84,8.5,12.5,4/27/2003,117,Little Goose,107,11.3,257,23,2.8
3D9.1BF1CAC36D,Herd Creek,8/10/2005,222,84,6.8,11,4/21/2006,111,Little Goose,104,11.3,254,20,4.5
3D9.1BF1CC0302,Herd Creek,8/10/2005,222,84,6.5,11,5/3/2006,123,Little Goose,115,16.2,266,31,9.7
3D9.1BF15E6E6C,Herd Creek,8/13/2002,225,85,9.1,12.5,5/4/2003,124,Little Goose,105,10.9,264,20,1.8
3D9.1C2E01D0A6,Herd Creek,7/31/2013,212,85,6.6,11,4/23/2014,113,Lower Granite,105,11.7,266,20,5.1
3D9.1BF1A24F4B,Herd Creek,8/9/2004,222,85,7.8,9,5/7/2005,127,Little Goose,117,14.2,270,32,6.4
3DD.007781973B,Herd Creek,7/17/2015,198,85,5.8,12,4/24/2016,115,Lower Granite,120,16,282,35,10.2
3D9.1BF1CE728C,Herd Creek,8/9/2004,222,86,7.5,9,5/7/2005,127,Little Goose,112,11.7,270,26,4.2
3D9.1BF1CE6B3C,Herd Creek,8/9/2004,222,86,7.4,9,5/1/2005,121,Little Goose,118,14.5,264,32,7.1
3D9.1BF1C732D6,Herd Creek,8/10/2005,222,86,7.5,11,5/3/2006,123,Little Goose,116,16,266,30,8.5
3DD.007781A573,Herd Creek,7/17/2015,198,86,4.1,12,4/30/2016,121,Lower Granite,111,13.8,288,25,9.7
3D9.1BF1CAD5B0,Herd Creek,8/10/2005,222,87,8.3,12,4/29/2006,119,Little Goose,112,15,262,25,6.7
3D9.1BF1C73527,Herd Creek,8/10/2005,222,91,8.4,11,4/27/2006,117,Little Goose,107,10.9,260,16,2.5
3D9.1BF15E2DA8,Herd Creek,8/13/2002,225,92,10,12.5,4/24/2003,114,Little Goose,116,13.3,254,24,3.3
3D9.1BF1CBF71F,Lake Creek,8/30/2003,242,55,2,12.5,6/18/2004,170,Little Goose,100,10.9,293,45,8.9
3D9.1BF23E73CC,Lake Creek,8/31/2005,243,55,2.2,6,5/16/2006,136,Little Goose,100,11.6,258,45,9.4
3DD.0077C41D45,Lake Creek,8/17/2018,229,55,2.1,13,6/26/2019,177,Lower Granite,106,15.7,313,51,13.6
3D9.1BF2628FF1,Lake Creek,8/18/2006,230,55,2.2,8.5,5/21/2007,141,Little Goose,115,16,276,60,13.8
3D9.1BF15D6C08,Lake Creek,8/28/2002,240,56,2.9,12.5,6/23/2003,174,Little Goose,90,9,299,34,6.1
3D9.1BF25DBCEB,Lake Creek,8/18/2006,230,56,1.9,8.5,5/4/2007,124,Little Goose,101,9.6,259,45,7.7
384.1B7976F9C2,Lake Creek,8/13/2017,225,56,2.3,10,4/17/2018,107,Lower Granite,104,10.9,247,48,8.6
384.1B79775B04,Lake Creek,8/17/2016,230,57,2.3,13,5/6/2017,126,Lower Granite,85,7.2,261,28,4.9
3D9.239F86A86C,Lake Creek,8/28/2011,240,57,2.7,13.4,4/15/2013,105,Lower Granite,112,13.6,230,55,10.9
3DD.003D53CE85,Lake Creek,8/14/2021,226,57,1.9,11,5/10/2022,130,Lower Granite,109,13.5,269,52,11.6
3DD.0077C42F89,Lake Creek,8/17/2018,229,58,2.3,13,4/29/2019,119,Lower Granite,97,9.7,255,39,7.4
3D9.1BF161634F,Lake Creek,8/28/2002,240,58,2.1,12.5,4/27/2003,117,Little Goose,100,9.6,242,42,7.5
384.1B7974ACB2,Lake Creek,8/13/2017,225,58,2.2,10,4/18/2018,108,Lower Granite,97,10,248,39,7.8
3D9.1C2D85C1E8,Lake Creek,8/30/2010,242,58,2.7,7.7,4/27/2012,118,Lower Granite,99,10.6,241,41,7.9
3DD.0077C09492,Lake Creek,8/17/2018,229,58,2.4,13,4/24/2019,114,Lower Granite,99,10.3,250,41,7.9
3D9.1BF262CA7A,Lake Creek,8/18/2006,230,58,2.4,8.5,5/5/2007,125,Little Goose,102,11,260,44,8.6
3D9.1BF262D0FC,Lake Creek,8/18/2006,230,58,2.3,8.5,5/4/2007,124,Little Goose,108,14.1,259,50,11.8
384.1B79770039,Lake Creek,8/21/2015,233,58,3.4,11,4/12/2016,103,Lower Granite,107,15.9,235,49,12.5
3DD.0077B5766B,Lake Creek,8/13/2017,225,58,2.4,10,5/10/2018,130,Lower Granite,121,17.7,270,63,15.3
3D9.239F868A4A,Lake Creek,8/28/2011,240,59,3.3,13.4,5/19/2012,140,Lower Granite,81,6.8,265,22,3.5
3D9.1BF15F0BF9,Lake Creek,8/28/2002,240,59,3.2,12.5,6/8/2003,159,Little Goose,87,7.1,284,28,3.9
384.1B79749498,Lake Creek,8/17/2016,230,59,2.3,13,4/15/2017,105,Lower Granite,92,8.3,240,33,6
384.1B7976EF09,Lake Creek,8/21/2015,233,59,3.9,11,4/12/2016,103,Lower Granite,102,10.2,235,43,6.3
3DA.1A19B41BE5,Lake Creek,8/17/2018,229,59,1.8,13,4/24/2019,114,Lower Granite,92,9,250,33,7.2
384.1B7974ABB6,Lake Creek,8/17/2016,230,59,2.7,13,4/18/2017,108,Lower Granite,97,10.1,243,38,7.4
3DD.0077C3A03B,Lake Creek,8/17/2018,229,59,3.3,13,4/29/2019,119,Lower Granite,102,10.9,255,43,7.6
3D9.1BF23E87C4,Lake Creek,8/31/2005,243,59,2.2,6,4/23/2006,113,Little Goose,100,11,235,41,8.8
3D9.1BF1C6C0E6,Lake Creek,8/27/2004,240,59,2.4,10,5/3/2005,123,Little Goose,108,11.7,248,49,9.3
384.1B7974A750,Lake Creek,8/13/2017,225,59,1.9,10,5/10/2018,130,Lower Granite,101,11.5,270,42,9.6
3D9.1BF23E9802,Lake Creek,8/31/2005,243,59,3.1,4.5,5/21/2006,141,Little Goose,101,12.9,263,42,9.8
3D9.1BF1CBAC8C,Lake Creek,8/30/2003,242,59,2.7,7,6/21/2004,173,Little Goose,106,12.6,296,47,9.9
3DD.0077B3DE20,Lake Creek,8/13/2017,225,59,2.6,10,4/24/2018,114,Lower Granite,108,12.5,254,49,9.9
3D9.1BF1CAFA2B,Lake Creek,8/30/2003,242,60,2.9,12.5,5/1/2004,122,Little Goose,92,8.7,245,32,5.8
3DD.007746D70D,Lake Creek,8/22/2014,234,60,2.8,11,4/25/2015,115,Lower Granite,94,8.9,246,34,6.1
3D9.1C2DE72FE3,Lake Creek,8/21/2015,233,60,4.1,11,4/16/2016,107,Lower Granite,100,10.3,239,40,6.2
384.1B7976E06B,Lake Creek,8/21/2015,233,60,3,11,4/13/2016,104,Lower Granite,98,10.5,236,38,7.5
3DD.003D53CDCF,Lake Creek,8/14/2021,226,60,2.6,11,5/8/2022,128,Lower Granite,117,17.9,267,57,15.3
384.1B79749B55,Lake Creek,8/17/2016,230,61,3.1,13,4/14/2017,104,Lower Granite,91,8.1,239,30,5
3D9.1BF1CC0F2D,Lake Creek,8/30/2003,242,61,3.3,12.5,5/23/2004,144,Little Goose,96,9.8,267,35,6.5
384.1B79749222,Lake Creek,8/17/2016,230,61,3.3,13,4/19/2017,109,Lower Granite,97,10.5,244,36,7.2
3DD.0077B3BA09,Lake Creek,8/13/2017,225,61,2.9,10,4/20/2018,110,Lower Granite,96,10.3,250,35,7.4
384.1B7976F6C7,Lake Creek,8/13/2017,225,61,2.5,10,4/20/2018,110,Lower Granite,99,10,250,38,7.5
3DD.0077CB88DB,Lake Creek,8/17/2018,229,61,2.5,13,5/1/2019,121,Lower Granite,104,12,257,43,9.5
3DD.0077B3C983,Lake Creek,8/13/2017,225,61,2.7,10,4/15/2018,105,Lower Granite,107,13,245,46,10.3
3DA.1A19B3F183,Lake Creek,8/17/2018,229,61,2.3,13,4/21/2019,111,Lower Granite,111,13.6,247,50,11.3
3DD.003D53C5F9,Lake Creek,8/14/2021,226,61,2.9,11,5/7/2022,127,Lower Granite,120,17.5,266,59,14.6
3D9.239F86DC01,Lake Creek,8/28/2011,240,61,2.6,13.4,6/30/2012,182,Lower Granite,113,17.7,307,52,15.1
3D9.239F86DC01,Lake Creek,8/28/2011,240,61,2.6,13.4,7/2/2012,184,Lower Granite,113,17.8,309,52,15.2
3DD.0077C09225,Lake Creek,8/17/2018,229,62,2.8,13,4/12/2019,102,Lower Granite,98,9.3,238,36,6.5
3D9.1BF1CAFE4F,Lake Creek,8/30/2003,242,62,2.7,12.5,6/5/2004,157,Little Goose,97,9.4,280,35,6.7
3DD.0077464C4D,Lake Creek,8/22/2014,234,62,3.1,11,5/4/2015,124,Lower Granite,94,9.9,255,32,6.8
3DD.00774523E9,Lake Creek,8/22/2014,234,62,2.8,11,4/26/2015,116,Lower Granite,100,9.9,247,38,7.1
3D9.239F85F9B5,Lake Creek,8/28/2011,240,62,3,13.4,4/24/2012,115,Lower Granite,96,10.3,240,34,7.3
3D9.1BF1CB102F,Lake Creek,8/30/2003,242,62,3.3,12.5,5/7/2004,128,Little Goose,108,11.1,251,46,7.8
3D9.1C2E08A816,Lake Creek,8/25/2013,237,62,2.9,12,4/14/2014,104,Lower Granite,102,11,232,40,8.1
3DD.0077B58802,Lake Creek,8/13/2017,225,62,2.6,10,4/13/2018,103,Lower Granite,101,11.2,243,39,8.6
3DD.003D53C5C0,Lake Creek,8/14/2021,226,62,3.1,11,6/15/2022,166,Lower Granite,99,11.9,305,37,8.8
3DD.0077CB7D53,Lake Creek,8/17/2018,229,62,3.1,13,4/23/2019,113,Lower Granite,103,11.9,249,41,8.8
3DD.0077C4273E,Lake Creek,8/17/2018,229,62,3.3,13,4/28/2019,118,Lower Granite,105,12.1,254,43,8.8
3DD.0077CB6B34,Lake Creek,8/17/2018,229,62,2.6,13,4/29/2019,119,Lower Granite,106,12,255,44,9.4
384.1B7976DF22,Lake Creek,8/21/2015,233,62,3.6,11,4/15/2016,106,Lower Granite,113,13.6,238,51,10
3D9.1BF25CF9C0,Lake Creek,8/18/2006,230,62,3.4,8.5,5/16/2007,136,Little Goose,111,15,271,49,11.6
3DD.003D53C03B,Lake Creek,8/14/2021,226,62,2.6,11,5/11/2022,131,Lower Granite,118,17.8,270,56,15.2
384.1B7976F5CC,Lake Creek,8/21/2015,233,63,3.3,11,5/17/2016,138,Lower Granite,92,7.7,270,29,4.4
384.1B7976FE43,Lake Creek,8/21/2015,233,63,2.9,11,4/16/2016,107,Lower Granite,95,9.4,239,32,6.5
3D9.1BF1CBB45A,Lake Creek,8/30/2003,242,63,3.4,12.5,5/7/2004,128,Little Goose,99,9.9,251,36,6.5
3D9.1BF25DA068,Lake Creek,8/18/2006,230,63,2.9,8.5,4/30/2007,120,Little Goose,100,10.1,255,37,7.2
3D9.1C2DE71138,Lake Creek,8/21/2015,233,63,3.1,11,4/14/2016,105,Lower Granite,104,10.9,237,41,7.8
384.1B7976EF19,Lake Creek,8/21/2015,233,63,3.2,11,4/28/2016,119,Lower Granite,108,14,251,45,10.8
384.1B7976E07A,Lake Creek,8/21/2015,233,63,3.5,11,5/3/2016,124,Lower Granite,108,14.5,256,45,11
3D9.1C2DE72B3B,Lake Creek,8/21/2015,233,63,3.4,11,4/30/2016,121,Lower Granite,114,17,253,51,13.6
384.1B7976DA09,Lake Creek,8/21/2015,233,64,3.3,11,5/2/2016,123,Lower Granite,91,7.5,255,27,4.2
3D9.1BF15D2B94,Lake Creek,8/28/2002,240,64,2.7,12.5,6/12/2003,163,Little Goose,89,7.4,288,25,4.7
3DD.0077C42FBA,Lake Creek,8/17/2018,229,64,3,13,4/15/2019,105,Lower Granite,93,8.6,241,29,5.6
3D9.1C2DB4DB37,Lake Creek,8/28/2011,240,64,4,13.4,4/26/2012,117,Lower Granite,96,9.8,242,32,5.8
3D9.1BF1C6C0EA,Lake Creek,8/27/2004,240,64,2.6,10,5/1/2005,121,Little Goose,104,9.1,246,40,6.5
3D9.1BF23228D5,Lake Creek,8/31/2005,243,64,3.7,6,4/29/2006,119,Little Goose,99,10.7,241,35,7
3D9.1BF1CC0582,Lake Creek,8/30/2003,242,64,3.3,12.5,4/24/2004,115,Little Goose,106,12.2,238,42,8.9
3D9.239F85683D,Lake Creek,8/25/2013,237,64,4.1,12,4/17/2014,107,Lower Granite,111,15.2,235,47,11.1
3DD.0077C21F2E,Lake Creek,8/17/2018,229,64,3.2,13,5/3/2019,123,Lower Granite,113,14.5,259,49,11.3
384.1B7976FA9A,Lake Creek,8/21/2015,233,64,3.5,11,4/26/2016,117,Lower Granite,119,15.8,249,55,12.3
3DD.0077CB3C03,Lake Creek,8/17/2018,229,64,3.6,13,4/30/2019,120,Lower Granite,116,16.5,256,52,12.9
3DD.0077CB32D3,Lake Creek,8/17/2018,229,64,3.2,13,4/27/2019,117,Lower Granite,118,17.8,253,54,14.6
3DD.00779D4585,Lake Creek,8/17/2016,230,65,3.5,13,4/25/2017,115,Lower Granite,86,6.8,250,21,3.3
3D9.1BF1BF61A9,Lake Creek,8/30/2003,242,65,3.9,7,5/19/2004,140,Little Goose,97,9,263,32,5.1
384.1B79742B67,Lake Creek,8/17/2016,230,65,3.7,13,4/10/2017,100,Lower Granite,103,10.7,235,38,7
384.1B7974A382,Lake Creek,8/17/2016,230,65,3.8,13,4/16/2017,106,Lower Granite,100,10.9,241,35,7.1
384.1B79741943,Lake Creek,8/21/2015,233,65,2.8,11,6/7/2016,159,Lower Granite,103,11.7,291,38,8.9
3DD.0077B395D1,Lake Creek,8/13/2017,225,65,2.9,10,5/3/2018,123,Lower Granite,108,13,263,43,10.1
3D9.1C2DE92418,Lake Creek,8/21/2015,233,65,3.3,11,6/6/2016,158,Lower Granite,115,17.6,290,50,14.3
3D9.239F852B8F,Lake Creek,8/25/2013,237,66,5.2,12,4/15/2014,105,Lower Granite,96,8.9,233,30,3.7
3D9.239F85527C,Lake Creek,8/25/2013,237,66,2.3,12,6/2/2014,153,Lower Granite,85,7.4,281,19,5.1
3DD.0077CB38E6,Lake Creek,8/17/2018,229,66,3.5,13,4/8/2019,98,Lower Granite,93,8.7,234,27,5.2
3DD.00779D0476,Lake Creek,8/17/2016,230,66,4.1,13,4/16/2017,106,Lower Granite,97,10.2,241,31,6.1
3D9.1C2DE7B2E8,Lake Creek,8/21/2015,233,66,3.8,11,4/16/2016,107,Lower Granite,102,10.9,239,36,7.1
3D9.1C2DE7002E,Lake Creek,8/21/2015,233,66,4.3,11,4/14/2016,105,Lower Granite,108,12.5,237,42,8.2
3D9.1BF23E7AB0,Lake Creek,8/31/2005,243,66,3.7,6,5/18/2006,138,Little Goose,104,12.5,260,38,8.8
3DD.003D53CE6B,Lake Creek,8/14/2021,226,66,2.8,11,5/11/2022,131,Lower Granite,113,12.2,270,47,9.4
3DD.00779C3B59,Lake Creek,8/17/2016,230,67,4.1,13,4/16/2017,106,Lower Granite,92,7.5,241,25,3.4
3DD.00779BEFC2,Lake Creek,8/17/2016,230,67,4,13,6/5/2017,156,Lower Granite,88,7.6,291,21,3.6
3DD.00779BBC1A,Lake Creek,8/17/2016,230,67,4.6,13,4/16/2017,106,Lower Granite,92,8.2,241,25,3.6
384.1B79749EF5,Lake Creek,8/17/2016,230,67,3.4,13,4/25/2017,115,Lower Granite,93,7.7,250,26,4.3
3D9.1BF2324923,Lake Creek,8/31/2005,243,67,4.4,4.5,5/3/2006,123,Little Goose,97,9.9,245,30,5.5
3D9.1C2DE831AD,Lake Creek,8/21/2015,233,67,4,11,4/17/2016,108,Lower Granite,95,9.9,240,28,5.9
3D9.1C2E032A95,Lake Creek,8/25/2013,237,67,3.1,12,4/19/2014,109,Lower Granite,94,9.3,237,27,6.2
3D9.1BF1CB3E60,Lake Creek,8/30/2003,242,67,3.6,7,5/21/2004,142,Little Goose,101,10,265,34,6.4
3D9.239F8552D3,Lake Creek,8/25/2013,237,67,3.9,12,4/16/2014,106,Lower Granite,100,10.6,234,33,6.7
3DD.0077461EB2,Lake Creek,8/22/2014,234,67,4.8,11,4/14/2015,104,Lower Granite,101,11.6,235,34,6.8
384.1B79749655,Lake Creek,8/17/2016,230,67,2.7,13,4/17/2017,107,Lower Granite,100,10.2,242,33,7.5
3D9.1BF1C695C3,Lake Creek,8/27/2004,240,67,3.2,10,5/1/2005,121,Little Goose,116,13.7,246,49,10.5
3D9.1C2D855D86,Lake Creek,8/30/2010,242,67,4.2,7.7,4/19/2012,110,Lower Granite,111,15.1,233,44,10.9
3D9.1C2DA607A3,Lake Creek,8/28/2011,240,68,4.8,13.4,5/25/2012,146,Lower Granite,86,6.4,271,18,1.6
3D9.1BF262910E,Lake Creek,8/18/2006,230,68,4.4,8.5,4/18/2007,108,Little Goose,97,9.7,243,29,5.3
3DD.00779D01B7,Lake Creek,8/17/2016,230,68,3.7,13,4/20/2017,110,Lower Granite,100,11.2,245,32,7.5
3D9.1BF23E781C,Lake Creek,8/31/2005,243,68,3.9,4.5,5/1/2006,121,Little Goose,106,12.2,243,38,8.3
3D9.1C2DE7ACA3,Lake Creek,8/21/2015,233,68,3.7,11,4/8/2016,99,Lower Granite,108,12.8,231,40,9.1
3D9.1C2DE83938,Lake Creek,8/21/2015,233,68,4.3,11,4/26/2016,117,Lower Granite,111,14.7,249,43,10.4
384.1B7976E8BA,Lake Creek,8/21/2015,233,68,4.2,11,5/11/2016,132,Lower Granite,110,15.6,264,42,11.4
3D9.1C2DE706CC,Lake Creek,8/21/2015,233,69,3.8,11,4/29/2016,120,Lower Granite,94,7.7,252,25,3.9
3DD.00779BFAF7,Lake Creek,8/17/2016,230,69,4,13,4/19/2017,109,Lower Granite,94,8.5,244,25,4.5
3D9.239F856F60,Lake Creek,8/25/2013,237,69,4.5,12,4/18/2014,108,Lower Granite,97,9.5,236,28,5
3DD.00779B926B,Lake Creek,8/17/2016,230,69,4.5,13,4/28/2017,118,Lower Granite,96,10.2,253,27,5.7
384.1B7976FDA3,Lake Creek,8/21/2015,233,69,3.9,11,5/12/2016,133,Lower Granite,103,10.5,265,34,6.6
384.1B797768AA,Lake Creek,8/17/2016,230,69,3.9,13,4/15/2017,105,Lower Granite,103,10.5,240,34,6.6
3DD.0077B596A4,Lake Creek,8/13/2017,225,69,3.7,10,5/23/2018,143,Lower Granite,93,10.3,283,24,6.6
3DD.00779BC4EC,Lake Creek,8/17/2016,230,69,3.9,13,4/20/2017,110,Lower Granite,107,11.8,245,38,7.9
3DD.0077CB87A6,Lake Creek,8/17/2018,229,69,4.1,13,4/2/2019,92,Lower Granite,109,14.1,228,40,10
3DD.00779CFB88,Lake Creek,8/17/2016,230,70,4,13,5/8/2017,128,Lower Granite,93,8,263,23,4
3D9.1BF1C6BCF1,Lake Creek,8/27/2004,240,70,3.8,10,5/18/2005,138,Little Goose,97,8.4,263,27,4.6
3DD.00779C879A,Lake Creek,8/17/2016,230,70,4.5,13,4/28/2017,118,Lower Granite,95,9.3,253,25,4.8
3DD.0077B3905C,Lake Creek,8/13/2017,225,70,4.2,10,4/13/2018,103,Lower Granite,94,9.1,243,24,4.9
3D9.1BF1CB0FAE,Lake Creek,8/30/2003,242,70,4.5,7,5/27/2004,148,Little Goose,103,11.3,271,33,6.8
3DD.0077C42741,Lake Creek,8/17/2018,229,70,3.4,13,4/9/2019,99,Lower Granite,102,10.4,235,32,7
3DD.00779C6F9E,Lake Creek,8/17/2016,230,70,3.6,13,4/17/2017,107,Lower Granite,108,12.4,242,38,8.8
384.1B79770100,Lake Creek,8/21/2015,233,70,4.9,11,4/12/2016,103,Lower Granite,113,14,235,43,9.1
3DD.0077C3C499,Lake Creek,8/17/2018,229,70,3.8,13,4/23/2019,113,Lower Granite,111,12.9,249,41,9.1
3DD.00779C752D,Lake Creek,8/17/2016,230,70,4.8,13,4/21/2017,111,Lower Granite,108,14.8,246,38,10
3D9.239F8682F1,Lake Creek,8/28/2011,240,70,4,13.4,4/10/2012,101,Lower Granite,116,16.1,226,46,12.1
3D9.1C2DE74C55,Lake Creek,8/21/2015,233,70,4.4,11,4/13/2016,104,Lower Granite,120,18.6,236,50,14.2
3D9.1C2E031126,Lake Creek,8/25/2013,237,71,5.8,12,4/24/2014,114,Lower Granite,93,8.9,242,22,3.1
3DD.00779BBAF6,Lake Creek,8/17/2016,230,71,4.2,13,4/16/2017,106,Lower Granite,95,8.3,241,24,4.1
3DD.0077C39836,Lake Creek,8/17/2018,229,71,3.1,13,4/30/2019,120,Lower Granite,96,8.9,256,25,5.8
3DD.0077CB646D,Lake Creek,8/17/2018,229,71,4.5,13,4/28/2019,118,Lower Granite,102,11.3,254,31,6.8
3D9.1C2DE89887,Lake Creek,8/21/2015,233,71,3.7,11,4/26/2016,117,Lower Granite,102,10.7,249,31,7
3DD.00779BAF23,Lake Creek,8/17/2016,230,71,4.6,13,4/15/2017,105,Lower Granite,103,12.1,240,32,7.5
3D9.1C2DE761D0,Lake Creek,8/21/2015,233,71,4.5,11,4/12/2016,103,Lower Granite,116,12,235,45,7.5
3DD.00774579DE,Lake Creek,8/22/2014,234,71,4.1,11,4/24/2015,114,Lower Granite,118,14.7,245,47,10.6
384.1B79770019,Lake Creek,8/21/2015,233,71,5,11,4/4/2016,95,Lower Granite,118,17.5,227,47,12.5
384.1B79749A1A,Lake Creek,8/17/2016,230,71,2.8,13,4/15/2017,105,Lower Granite,113,16.8,240,42,14
384.1B7976EEC9,Lake Creek,8/21/2015,233,71,3.9,11,6/9/2016,161,Lower Granite,125,21.7,293,54,17.8
3D9.1C2DE75497,Lake Creek,8/21/2015,233,72,4.2,11,5/15/2016,136,Lower Granite,90,6.9,268,18,2.7
3D9.239F854DC1,Lake Creek,8/25/2013,237,72,5.1,12,4/11/2014,101,Lower Granite,97,9.8,229,25,4.7
3D9.1C2DE81E39,Lake Creek,8/21/2015,233,72,4.7,11,4/18/2016,109,Lower Granite,96,10,241,24,5.3
3DD.003D53CE72,Lake Creek,8/14/2021,226,72,4.1,11,6/4/2022,155,Lower Granite,98,10.4,294,26,6.3
3D9.1C2DE7E94C,Lake Creek,8/21/2015,233,72,6,11,4/14/2016,105,Lower Granite,104,12.3,237,32,6.3
3D9.1BF1CC0E6B,Lake Creek,8/30/2003,242,72,4.4,7,5/23/2004,144,Little Goose,106,12,267,34,7.6
3D9.1C2DE730BB,Lake Creek,8/21/2015,233,72,4.6,11,5/11/2016,132,Lower Granite,106,12.2,264,34,7.6
3DD.00779CB162,Lake Creek,8/17/2016,230,72,5.3,13,4/13/2017,103,Lower Granite,114,15.1,238,42,9.8
3DD.0077CBAF6E,Lake Creek,8/17/2018,229,72,4.1,13,4/16/2019,106,Lower Granite,113,15.1,242,41,11
3D9.1BF1CAFC29,Lake Creek,8/30/2003,242,73,5.7,7,5/29/2004,150,Little Goose,99,9.9,273,26,4.2
3DD.00779BB5F8,Lake Creek,8/17/2016,230,73,5.2,13,4/18/2017,108,Lower Granite,97,10.1,243,24,4.9
3D9.1C2DE81D66,Lake Creek,8/21/2015,233,73,5.9,11,4/18/2016,109,Lower Granite,104,11.3,241,31,5.4
3D9.1BF2629232,Lake Creek,8/18/2006,230,73,5.3,8.5,4/22/2007,112,Little Goose,102,11,247,29,5.7
3DD.0077B56982,Lake Creek,8/13/2017,225,73,3.7,10,4/15/2018,105,Lower Granite,98,9.7,245,25,6
3DD.00779C1192,Lake Creek,8/17/2016,230,73,4.5,13,4/15/2017,105,Lower Granite,99,10.6,240,26,6.1
3DD.0077B5CAB7,Lake Creek,8/13/2017,225,73,4.7,10,4/23/2018,113,Lower Granite,104,11.3,253,31,6.6
3DD.00779C9309,Lake Creek,8/17/2016,230,73,4.5,13,4/20/2017,110,Lower Granite,105,11.3,245,32,6.8
3DD.00779C9C7E,Lake Creek,8/17/2016,230,73,5.9,13,4/10/2017,100,Lower Granite,107,13.3,235,34,7.4
3DD.0077B36179,Lake Creek,8/13/2017,225,73,4.5,10,4/14/2018,104,Lower Granite,105,12.2,244,32,7.7
3DD.0077CBAA03,Lake Creek,8/17/2018,229,73,5.1,13,4/22/2019,112,Lower Granite,108,13.1,248,35,8
3D9.1BF23E76D0,Lake Creek,8/31/2005,243,73,4.5,6,4/29/2006,119,Little Goose,116,14.4,241,43,9.9
3D9.1C2DE8397F,Lake Creek,8/21/2015,233,73,4.7,11,4/12/2016,103,Lower Granite,116,16.9,235,43,12.2
3D9.1BF23232BF,Lake Creek,8/31/2005,243,74,5.9,6,5/1/2006,121,Little Goose,96,10,243,22,4.1
3DD.0077C1872C,Lake Creek,8/17/2018,229,74,5.2,13,4/15/2019,105,Lower Granite,96,9.9,241,22,4.7
384.1B7976E7AF,Lake Creek,8/21/2015,233,74,4.3,11,4/22/2016,113,Lower Granite,97,9.2,245,23,4.9
3DD.00779BE948,Lake Creek,8/17/2016,230,74,5.7,13,4/29/2017,119,Lower Granite,106,11.8,254,32,6.1
3D9.1BF15E8A54,Lake Creek,8/28/2002,240,75,6.2,12.5,6/3/2003,154,Little Goose,94,8.8,279,19,2.6
3DD.003D53C5CC,Lake Creek,8/14/2021,226,75,4.7,11,5/8/2022,128,Lower Granite,109,14.3,267,34,9.6
3DD.0077C41660,Lake Creek,8/17/2018,229,75,3.1,13,4/27/2019,117,Lower Granite,106,13.1,253,31,10
3DD.0077CB5BA7,Lake Creek,8/17/2018,229,75,4.7,13,4/22/2019,112,Lower Granite,115,15.3,248,40,10.6
3D9.1BF1CBB009,Lake Creek,8/30/2003,242,75,5,7,5/31/2004,152,Little Goose,114,15.9,275,39,10.9
3DD.0077C403A2,Lake Creek,8/17/2018,229,75,4.7,13,4/25/2019,115,Lower Granite,122,17.2,251,47,12.5
3D9.1C2DE763D6,Lake Creek,8/21/2015,233,76,5.6,11,5/11/2016,132,Lower Granite,94,8.9,264,18,3.3
3DD.00779C5362,Lake Creek,8/17/2016,230,76,6.7,13,4/16/2017,106,Lower Granite,100,10.5,241,24,3.8
3DD.0077B53D84,Lake Creek,8/13/2017,225,76,5.2,10,5/16/2018,136,Lower Granite,95,9.5,276,19,4.3
3DD.0077BFEC13,Lake Creek,8/17/2018,229,76,5.3,13,4/30/2019,120,Lower Granite,101,10.4,256,25,5.1
3DD.00779D5BEA,Lake Creek,8/17/2016,230,76,5.7,13,4/16/2017,106,Lower Granite,104,11.5,241,28,5.8
3D9.1C2DE800C2,Lake Creek,8/21/2015,233,76,5.4,11,4/14/2016,105,Lower Granite,110,12.3,237,34,6.9
