Tag Code,Release Site Name,Mark Date,Mark DOY,Mark Length mm,Mark Weight g,Release Temp. C,Recap Date,Recap DOY,Recap Site,Recap Length mm,Recap Weight g,Total days,Growth_FL,Growth_Wt
3D9.1BF15F1198,Bear Valley Creek,7/23/2003,204,60,2.4,16,5/17/2004,138,Little Goose,113,13.9,299,53,11.5
3D9.1BF15D3E24,Bear Valley Creek,7/23/2003,204,61,3.3,16,4/24/2004,115,Little Goose,100,10.4,276,39,7.1
3D9.1BF15EB804,Bear Valley Creek,7/23/2003,204,61,2.8,16,4/29/2004,120,Little Goose,116,14.4,281,55,11.6
3D9.1BF15D7885,Bear Valley Creek,7/23/2003,204,62,3.1,16,5/3/2004,124,Little Goose,91,7.4,285,29,4.3
3D9.1BF15ED7B7,Bear Valley Creek,7/23/2003,204,63,3.5,16,5/31/2004,152,Little Goose,104,11,313,41,7.5
3D9.1BF15EB14F,Bear Valley Creek,7/23/2003,204,67,4.2,16,5/17/2004,138,Little Goose,104,11.2,299,37,7
3D9.1BF15EAF9F,Bear Valley Creek,7/23/2003,204,68,4.2,16,5/9/2004,130,Little Goose,97,8.9,291,29,4.7
3D9.1BF15D3535,Bear Valley Creek,7/23/2003,204,68,4,16,5/9/2004,130,Little Goose,118,15.5,291,50,11.5
3D9.1BF15E279B,Bear Valley Creek,7/24/2003,205,55,1.9,14,6/5/2004,157,Little Goose,112,13.8,317,57,11.9
3D9.1BF15F0991,Bear Valley Creek,7/24/2003,205,58,2.3,14,5/15/2004,136,Little Goose,112,13.6,296,54,11.3
3D9.1BF15F1B4E,Bear Valley Creek,7/24/2003,205,60,2.9,14,5/25/2004,146,Little Goose,106,11.7,306,46,8.8
3D9.1BF15EBC11,Bear Valley Creek,7/24/2003,205,60,2.8,14,5/25/2004,146,Little Goose,105,11.7,306,45,8.9
3D9.1BF15D2A05,Bear Valley Creek,7/24/2003,205,62,2.8,14,5/9/2004,130,Little Goose,97,9.7,290,35,6.9
3D9.1BF15ECD0F,Bear Valley Creek,7/24/2003,205,62,2.8,14,5/5/2004,126,Little Goose,102,10.4,286,40,7.6
3D9.1BF15E9539,Bear Valley Creek,7/24/2003,205,62,2.7,14,5/3/2004,124,Little Goose,104,10.8,284,42,8.1
3D9.1BF15E2722,Bear Valley Creek,7/24/2003,205,62,3,14,5/31/2004,152,Little Goose,109,13.1,312,47,10.1
3D9.1BF15E9CCA,Bear Valley Creek,7/24/2003,205,62,2.9,14,6/12/2004,164,Little Goose,118,15.7,324,56,12.8
3D9.1BF15E75DB,Bear Valley Creek,7/24/2003,205,63,3.2,14,6/5/2004,157,Little Goose,100,11.2,317,37,8
3D9.1BF15E8CD3,Bear Valley Creek,7/24/2003,205,64,3.4,14,5/17/2004,138,Little Goose,104,10.9,298,40,7.5
3D9.1BF15D2900,Bear Valley Creek,7/24/2003,205,65,3.4,14,5/29/2004,150,Little Goose,103,11.6,310,38,8.2
3D9.1BF15EDDA2,Bear Valley Creek,7/24/2003,205,66,3.6,14,5/31/2004,152,Little Goose,100,11.6,312,34,8
3D9.1BF15E2DCB,Bear Valley Creek,7/24/2003,205,67,3.5,14,5/21/2004,142,Little Goose,111,13.4,302,44,9.9
3D9.1BF15E8DD7,Bear Valley Creek,7/24/2003,205,73,4.9,14,5/27/2004,148,Little Goose,122,18.7,308,49,13.8
3D9.1BF1BD09B3,Bear Valley Creek,7/21/2004,203,56,1.9,12.5,5/5/2005,125,Little Goose,100,9.9,287,44,8
3D9.1BF1CBE581,Bear Valley Creek,7/21/2004,203,57,1.9,15,4/29/2005,119,Little Goose,105,10.5,281,48,8.6
3D9.1BF1C73837,Bear Valley Creek,7/21/2004,203,57,1.9,12.5,6/19/2005,170,Little Goose,109,12.5,332,52,10.6
3D9.1BF1CBEC0B,Bear Valley Creek,7/21/2004,203,61,2.2,12.5,5/28/2005,148,Little Goose,120,16.3,310,59,14.1
3D9.1BF1CB4DA2,Bear Valley Creek,7/22/2004,204,55,2.1,15.5,5/18/2005,138,Little Goose,107,13.4,299,52,11.3
3D9.1BF1CBB79A,Bear Valley Creek,7/22/2004,204,56,2.1,15.5,6/9/2005,160,Little Goose,114,13.2,321,58,11.1
3D9.1BF1CC0754,Bear Valley Creek,7/22/2004,204,58,2.7,15.5,6/3/2005,154,Little Goose,114,14,315,56,11.3
3D9.1BF1CB0273,Bear Valley Creek,7/22/2004,204,58,2.4,15.5,5/9/2005,129,Little Goose,115,14.9,290,57,12.5
3D9.1BF1C65081,Bear Valley Creek,7/22/2004,204,61,2.8,15.5,6/1/2005,152,Little Goose,110,13,313,49,10.2
3D9.1BF1C64D27,Bear Valley Creek,7/22/2004,204,73,4.7,15.5,5/5/2005,125,Little Goose,111,13.1,286,38,8.4
3D9.1BF1CB50C6,Bear Valley Creek,7/22/2004,204,74,5.5,15.5,4/29/2005,119,Little Goose,126,17.6,280,52,12.1
3D9.1BF1CB3E55,Bear Valley Creek,7/23/2004,205,60,2.7,13.5,5/28/2005,148,Little Goose,107,12.9,308,47,10.2
3D9.1BF1C4D5E8,Bear Valley Creek,7/23/2004,205,60,2.6,13.5,5/20/2005,140,Little Goose,112,13,300,52,10.4
3D9.1BF1CB11C0,Bear Valley Creek,7/23/2004,205,62,3.2,13.5,5/5/2005,125,Little Goose,106,10.9,285,44,7.7
3D9.1BF1C4AD42,Bear Valley Creek,7/23/2004,205,66,3.4,13.5,6/7/2005,158,Little Goose,113,14.7,318,47,11.3
3D9.1BF1F89121,Bear Valley Creek,7/26/2005,207,59,3.1,10,5/25/2006,145,Little Goose,94,10.3,303,35,7.2
3D9.1BF1A8F87B,Bear Valley Creek,7/26/2005,207,59,2.9,14.5,5/27/2006,147,Little Goose,102,11.2,305,43,8.3
3D9.1BF1A962D6,Bear Valley Creek,7/26/2005,207,61,3.4,10,5/1/2006,121,Little Goose,95,10.5,279,34,7.1
3D9.1BF1A6EE81,Bear Valley Creek,7/26/2005,207,62,3.1,10,4/17/2006,107,Little Goose,103,11.7,265,41,8.6
3D9.1BF1BD344A,Bear Valley Creek,7/26/2005,207,68,4.3,14.5,4/25/2006,115,Little Goose,112,13.5,273,44,9.2
3D9.1BF1A7A1CC,Bear Valley Creek,7/26/2005,207,70,4.5,10,5/23/2006,143,Little Goose,96,10,301,26,5.5
3D9.1BF1A79520,Bear Valley Creek,7/27/2005,208,61,2.6,14.5,4/25/2006,115,Little Goose,106,12.5,272,45,9.9
3D9.1BF1C6E1B0,Bear Valley Creek,7/27/2005,208,61,2.2,14.5,4/23/2006,113,Little Goose,104,12.3,270,43,10.1
3D9.1BF1F7D17B,Bear Valley Creek,7/27/2005,208,63,2.7,14.5,5/1/2006,121,Little Goose,111,14.4,278,48,11.7
3D9.1BF1F85AA3,Bear Valley Creek,7/27/2005,208,64,2.7,14.5,4/29/2006,119,Little Goose,98,11.3,276,34,8.6
3D9.1BF1F86019,Bear Valley Creek,7/27/2005,208,67,3.7,14.5,5/18/2006,138,Little Goose,125,21.3,295,58,17.6
3D9.1BF1F76BB5,Bear Valley Creek,7/27/2005,208,70,4.2,14.5,5/1/2006,121,Little Goose,104,11.8,278,34,7.6
3D9.1BF1F762FC,Bear Valley Creek,7/27/2005,208,70,3.6,14.5,4/23/2006,113,Little Goose,105,12.7,270,35,9.1
3D9.1BF1CE4F94,Bear Valley Creek,7/27/2005,208,71,4.1,14.5,5/23/2006,143,Little Goose,110,15.1,300,39,11
3D9.1BF231F512,Bear Valley Creek,7/26/2006,207,58,2.5,13.5,4/26/2007,116,Little Goose,110,11.9,274,52,9.4
3D9.1BF23259FF,Bear Valley Creek,7/26/2006,207,60,2.5,16,5/9/2007,129,Little Goose,112,13.9,287,52,11.4
3D9.1BF2325510,Bear Valley Creek,7/26/2006,207,61,2.6,13.5,5/23/2007,143,Little Goose,114,14.8,301,53,12.2
3D9.1BF23E78F5,Bear Valley Creek,7/26/2006,207,62,2.5,13.5,5/2/2007,122,Little Goose,104,11.4,280,42,8.9
3D9.1BF23ABE13,Bear Valley Creek,7/26/2006,207,68,4.4,13.5,5/4/2007,124,Little Goose,98,10.5,282,30,6.1
3D9.1BF23262C1,Bear Valley Creek,7/26/2006,207,69,4.2,16,4/26/2007,116,Little Goose,104,10.2,274,35,6
3D9.1BF23E929E,Bear Valley Creek,7/26/2006,207,69,4.7,16,4/26/2007,116,Little Goose,100,10.8,274,31,6.1
3D9.1BF232503E,Bear Valley Creek,7/26/2006,207,70,4.4,13.5,4/22/2007,112,Little Goose,108,12.2,270,38,7.8
3D9.1BF2320262,Bear Valley Creek,7/26/2006,207,74,4.5,16,4/24/2007,114,Little Goose,107,13.3,272,33,8.8
3D9.1BF2629E01,Bear Valley Creek,7/27/2006,208,55,2.2,14,4/30/2007,120,Little Goose,104,11,277,49,8.8
3D9.1BF262C3B1,Bear Valley Creek,7/27/2006,208,55,2.1,14,5/4/2007,124,Little Goose,109,13,281,54,10.9
3D9.1BF25D1599,Bear Valley Creek,7/27/2006,208,56,2.5,14,5/14/2007,134,Little Goose,104,11.7,291,48,9.2
3D9.1BF262B3F2,Bear Valley Creek,7/27/2006,208,56,2.6,14,5/11/2007,131,Little Goose,106,13,288,50,10.4
3D9.1BF25DA813,Bear Valley Creek,7/27/2006,208,56,2.6,14,5/11/2007,131,Little Goose,108,13,288,52,10.4
3D9.1BF25DA719,Bear Valley Creek,7/27/2006,208,60,2.9,14,5/16/2007,136,Little Goose,100,11.6,293,40,8.7
3D9.1BF262D0A6,Bear Valley Creek,7/27/2006,208,60,2.9,14,5/12/2007,132,Little Goose,116,18.9,289,56,16
3D9.1BF262AA69,Bear Valley Creek,7/27/2006,208,61,2.9,14,5/27/2007,147,Little Goose,117,16.2,304,56,13.3
3D9.1BF262D914,Bear Valley Creek,7/27/2006,208,61,2.6,14,5/21/2007,141,Little Goose,125,20.8,298,64,18.2
3D9.1BF262A10E,Bear Valley Creek,7/27/2006,208,63,3.1,14,4/18/2007,108,Little Goose,118,16.6,265,55,13.5
3D9.1BF25DC15D,Bear Valley Creek,7/27/2006,208,64,3.3,14,4/26/2007,116,Little Goose,106,11.5,273,42,8.2
3D9.1BF25DA31F,Bear Valley Creek,7/27/2006,208,64,4.2,14,4/28/2007,118,Little Goose,107,12.6,275,43,8.4
3D9.1BF262B4B4,Bear Valley Creek,7/27/2006,208,65,3.5,14,4/30/2007,120,Little Goose,107,13.2,277,42,9.7
3D9.1BF262D4EE,Bear Valley Creek,7/27/2006,208,67,4,14,5/2/2007,122,Little Goose,112,13,279,45,9
3D9.1BF262D649,Bear Valley Creek,7/27/2006,208,69,3.6,14,4/18/2007,108,Little Goose,116,15.4,265,47,11.8
3D9.1C2DB4F76D,Bear Valley Creek,7/19/2011,200,55,1.9,12,4/20/2012,111,Lower Granite,101,11.6,276,46,9.7
3D9.1C2DB52E35,Bear Valley Creek,7/19/2011,200,56,2.4,12,4/24/2012,115,Lower Granite,86,8.1,280,30,5.7
3D9.1C2D451B27,Bear Valley Creek,7/19/2011,200,57,2.5,12,4/14/2012,105,Lower Granite,109,13.1,270,52,10.6
3D9.1C2DB53C94,Bear Valley Creek,7/19/2011,200,59,2,12,4/25/2012,116,Lower Granite,85,7,281,26,5
3D9.1C2D465FA1,Bear Valley Creek,7/19/2011,200,59,2.7,12,4/29/2012,120,Lower Granite,106,12.3,285,47,9.6
3D9.1C2DB54E15,Bear Valley Creek,7/19/2011,200,60,2.6,12,4/21/2012,112,Lower Granite,91,8,277,31,5.4
3D9.1C2DB54E25,Bear Valley Creek,7/19/2011,200,60,2.7,12,5/19/2012,140,Lower Granite,95,11.8,305,35,9.1
3D9.1C2DB51754,Bear Valley Creek,7/19/2011,200,66,4.4,12,4/24/2012,115,Lower Granite,104,13.1,280,38,8.7
3D9.1C2DB4BBC0,Bear Valley Creek,7/19/2011,200,67,4.5,12,4/18/2012,109,Lower Granite,102,10.6,274,35,6.1
3D9.1C2DB4F693,Bear Valley Creek,7/20/2011,201,55,2.6,10,4/22/2012,113,Lower Granite,92,9,277,37,6.4
3D9.1C2DB51F5C,Bear Valley Creek,7/20/2011,201,55,2.3,10,4/17/2012,108,Lower Granite,97,9.3,272,42,7
3D9.1C2DB4D489,Bear Valley Creek,7/20/2011,201,55,1.9,10,5/21/2012,142,Lower Granite,97,11.8,306,42,9.9
3D9.1C2DB4E95C,Bear Valley Creek,7/20/2011,201,60,3.2,10,4/23/2012,114,Lower Granite,94,9.1,278,34,5.9
3D9.1C2DB4BEA9,Bear Valley Creek,7/20/2011,201,60,3,10,4/9/2012,100,Lower Granite,95,9,264,35,6
3D9.1C2DB5043E,Bear Valley Creek,7/20/2011,201,62,3.8,10,6/10/2012,162,Lower Granite,94,10.3,326,32,6.5
3D9.1C2DB54E26,Bear Valley Creek,7/20/2011,201,62,2.8,10,4/25/2012,116,Lower Granite,102,10.8,280,40,8
3D9.1C2DAC20ED,Bear Valley Creek,7/17/2012,199,57,2.6,12,5/3/2013,123,Lower Granite,108,13.8,289,51,11.2
3D9.1C2DB3360D,Bear Valley Creek,7/17/2012,199,65,3.4,12,5/1/2013,121,Lower Granite,110,13.5,287,45,10.1
3D9.1C2DE93F27,Bear Valley Creek,7/18/2012,200,59,3.2,13,4/30/2013,120,Lower Granite,105,12.4,285,46,9.2
3D9.1C2DE9E53D,Bear Valley Creek,7/18/2012,200,61,3.2,13,5/21/2013,141,Lower Granite,101,12.9,306,40,9.7
3D9.1C2E02AD93,Bear Valley Creek,8/10/2013,222,63,3.6,12,5/18/2014,138,Lower Granite,109,14.3,281,46,10.7
3D9.1C2E02B5C9,Bear Valley Creek,8/10/2013,222,66,4.1,15,4/20/2014,110,Lower Granite,97,10.2,253,31,6.1
3D9.1C2E09C20F,Bear Valley Creek,8/10/2013,222,67,4.4,12,5/12/2014,132,Lower Granite,97,9.3,275,30,4.9
3D9.1C2E08B690,Bear Valley Creek,8/10/2013,222,70,4.7,15,5/12/2014,132,Lower Granite,93,7.8,275,23,3.1
3D9.1C2E02DB9B,Bear Valley Creek,8/10/2013,222,71,4.6,15,4/14/2014,104,Lower Granite,103,11.5,247,32,6.9
3D9.1C2E09CB58,Bear Valley Creek,8/10/2013,222,72,4.9,15,4/15/2014,105,Lower Granite,98,9.4,248,26,4.5
3D9.1C2E02ED04,Bear Valley Creek,8/10/2013,222,72,4.9,12,5/10/2014,130,Lower Granite,111,13.5,273,39,8.6
3D9.1C2E031222,Bear Valley Creek,8/10/2013,222,77,6,15,4/22/2014,112,Lower Granite,96,9.2,255,19,3.2
3D9.1C2E09FFA1,Bear Valley Creek,8/11/2013,223,61,2.9,12.2,4/22/2014,112,Lower Granite,89,7.1,254,28,4.2
3D9.1C2E02BAD4,Bear Valley Creek,8/11/2013,223,61,3.4,12.2,6/17/2014,168,Lower Granite,101,11.1,310,40,7.7
3D9.1C2E032C57,Bear Valley Creek,8/11/2013,223,61,2.8,12.2,5/27/2014,147,Lower Granite,103,12.4,289,42,9.6
3D9.1C2E07CB04,Bear Valley Creek,8/11/2013,223,62,3.8,12.2,5/25/2014,145,Lower Granite,103,11.2,287,41,7.4
3D9.1C2E017AF8,Bear Valley Creek,8/11/2013,223,64,4,12.2,4/26/2014,116,Lower Granite,99,10.3,258,35,6.3
3D9.1C2E09FCE2,Bear Valley Creek,8/11/2013,223,65,3.1,12.2,4/18/2014,108,Lower Granite,90,7.5,250,25,4.4
3D9.1C2E09E636,Bear Valley Creek,8/11/2013,223,67,4.2,12.2,4/16/2014,106,Lower Granite,98,9.6,248,31,5.4
3D9.1C2E01A7F9,Bear Valley Creek,8/11/2013,223,68,3.9,12.2,5/8/2014,128,Lower Granite,88,7.6,270,20,3.7
3D9.1C2E031E0D,Bear Valley Creek,8/11/2013,223,71,5.3,12.2,6/12/2014,163,Lower Granite,96,11.8,305,25,6.5
3D9.1C2E09D335,Bear Valley Creek,8/11/2013,223,75,5.7,12.2,5/27/2014,147,Lower Granite,103,12.1,289,28,6.4
3DD.0077462F51,Bear Valley Creek,8/6/2014,218,66,3.3,15,5/4/2015,124,Lower Granite,106,12.7,271,40,9.4
3DD.0077470860,Bear Valley Creek,8/6/2014,218,67,5.8,12,5/27/2015,147,Lower Granite,118,21.3,294,51,15.5
3DD.007745F154,Bear Valley Creek,8/6/2014,218,70,4.6,15,6/3/2015,154,Lower Granite,103,12.2,301,33,7.6
3DD.007746067F,Bear Valley Creek,8/6/2014,218,70,4.4,15,4/21/2015,111,Lower Granite,125,20.3,258,55,15.9
3DD.0077465114,Bear Valley Creek,8/6/2014,218,73,6.1,15,5/19/2015,139,Lower Granite,91,9,286,18,2.9
3DD.007745DF23,Bear Valley Creek,8/6/2014,218,77,6.4,15,4/14/2015,104,Lower Granite,99,10.7,251,22,4.3
3DD.007746F329,Bear Valley Creek,8/6/2014,218,77,5.6,15,4/24/2015,114,Lower Granite,93,10.4,261,16,4.8
3DD.0077460763,Bear Valley Creek,8/6/2014,218,77,6.2,15,4/25/2015,115,Lower Granite,116,14.8,262,39,8.6
3DD.007746880A,Bear Valley Creek,8/7/2014,219,64,3.6,13.7,4/28/2015,118,Lower Granite,112,14.5,264,48,10.9
3DD.007744BCED,Bear Valley Creek,8/7/2014,219,67,3,13.7,5/8/2015,128,Lower Granite,98,9.9,274,31,6.9
3DD.0077455C91,Bear Valley Creek,8/7/2014,219,84,6.8,13.7,4/24/2015,114,Lower Granite,111,13.4,260,27,6.6
3D9.239F854D30,Bear Valley Creek,8/8/2015,220,71,4.6,13,4/14/2016,105,Lower Granite,100,10.2,250,29,5.6
3D9.239F856F6B,Bear Valley Creek,8/8/2015,220,71,3.8,13,4/12/2016,103,Lower Granite,111,13.8,248,40,10
3D9.1C2E01E41C,Bear Valley Creek,8/8/2015,220,72,4.6,13,4/28/2016,119,Lower Granite,91,9.2,264,19,4.6
3DD.00778E412E,Bear Valley Creek,8/8/2015,220,72,4.4,13,4/28/2016,119,Lower Granite,101,11.8,264,29,7.4
3D9.1C2DE885B9,Bear Valley Creek,8/8/2015,220,72,3.6,13,4/16/2016,107,Lower Granite,113,15.6,252,41,12
3DD.00778D6DBE,Bear Valley Creek,8/8/2015,220,74,6.2,13,5/11/2016,132,Lower Granite,102,11.3,277,28,5.1
3D9.1C2E08D85D,Bear Valley Creek,8/8/2015,220,74,5.2,13,4/26/2016,117,Lower Granite,105,12.7,262,31,7.5
3DD.00778D64BF,Bear Valley Creek,8/8/2015,220,75,5.6,13,4/14/2016,105,Lower Granite,98,9.3,250,23,3.7
3D9.1C2E09D9AE,Bear Valley Creek,8/8/2015,220,75,4.4,13,4/14/2016,105,Lower Granite,103,11.1,250,28,6.7
3D9.1C2E0309F5,Bear Valley Creek,8/8/2015,220,75,6,13,4/14/2016,105,Lower Granite,109,13.4,250,34,7.4
3D9.1C2E02DF32,Bear Valley Creek,8/8/2015,220,75,4.8,13,4/13/2016,104,Lower Granite,114,15.4,249,39,10.6
3D9.1C2E0337F6,Bear Valley Creek,8/8/2015,220,78,4.8,13,4/14/2016,105,Lower Granite,91,6.7,250,13,1.9
3D9.1C2E02D826,Bear Valley Creek,8/8/2015,220,80,4.6,13,4/16/2016,107,Lower Granite,90,8,252,10,3.4
3D9.1C2DE896CE,Bear Valley Creek,8/8/2015,220,80,5.3,13,4/26/2016,117,Lower Granite,102,11.1,262,22,5.8
384.1B7976E984,Bear Valley Creek,8/8/2015,220,82,4.1,13,5/9/2016,130,Lower Granite,100,10.8,275,18,6.7
3D9.1C2DE8A39E,Bear Valley Creek,8/8/2015,220,86,10.3,13,4/26/2016,117,Lower Granite,107,13.6,262,21,3.3
3D9.1C2E0305E7,Bear Valley Creek,8/8/2015,220,87,6.2,13,4/22/2016,113,Lower Granite,109,12.4,258,22,6.2
3D9.1C2E08012E,Bear Valley Creek,8/9/2015,221,63,3.1,14,4/26/2016,117,Lower Granite,106,13.8,261,43,10.7
3D9.1C2DE7E30B,Bear Valley Creek,8/9/2015,221,65,2.5,14,4/13/2016,104,Lower Granite,99,9.8,248,34,7.3
3D9.1C2DE86DFF,Bear Valley Creek,8/9/2015,221,66,2.1,14,4/16/2016,107,Lower Granite,102,12.2,251,36,10.1
384.1B7976ED7D,Bear Valley Creek,8/9/2015,221,69,2.8,14,4/14/2016,105,Lower Granite,100,9.3,249,31,6.5
3D9.1C2DE86EDD,Bear Valley Creek,8/9/2015,221,69,3.1,14,5/10/2016,131,Lower Granite,111,14.3,275,42,11.2
3D9.1C2E031657,Bear Valley Creek,8/9/2015,221,69,3.9,14,5/12/2016,133,Lower Granite,107,15.3,277,38,11.4
3D9.1C2E03063B,Bear Valley Creek,8/9/2015,221,70,4,14,4/26/2016,117,Lower Granite,98,10.3,261,28,6.3
3DD.0077810C72,Bear Valley Creek,8/9/2015,221,70,3.6,14,5/13/2016,134,Lower Granite,101,11.7,278,31,8.1
3D9.1C2E02A8DF,Bear Valley Creek,8/9/2015,221,71,3.3,14,4/19/2016,110,Lower Granite,106,12.3,254,35,9
3D9.1C2E09C604,Bear Valley Creek,8/9/2015,221,72,3.9,14,5/31/2016,152,Lower Granite,103,11,296,31,7.1
3D9.1C2E098BD0,Bear Valley Creek,8/9/2015,221,72,3.7,14,5/8/2016,129,Lower Granite,106,11.4,273,34,7.7
3D9.1C2DE87A28,Bear Valley Creek,8/9/2015,221,72,3,14,4/24/2016,115,Lower Granite,109,12.7,259,37,9.7
3D9.1C2DE85E55,Bear Valley Creek,8/9/2015,221,73,4,14,4/16/2016,107,Lower Granite,97,10.3,251,24,6.3
3DD.00778175AC,Bear Valley Creek,8/9/2015,221,73,4.5,14,5/9/2016,130,Lower Granite,106,12,274,33,7.5
3DD.00778D41F5,Bear Valley Creek,8/9/2015,221,74,4.3,14,5/2/2016,123,Lower Granite,116,16.5,267,42,12.2
3DD.00778DC3FC,Bear Valley Creek,8/9/2015,221,75,4.9,14,5/3/2016,124,Lower Granite,107,13.1,268,32,8.2
384.1B7976F09D,Bear Valley Creek,8/9/2015,221,75,3.1,14,5/5/2016,126,Lower Granite,99,11.7,270,24,8.6
3DD.00778D7DEA,Bear Valley Creek,8/9/2015,221,75,3.3,14,4/14/2016,105,Lower Granite,109,12.6,249,34,9.3
3D9.1C2DE8A5D5,Bear Valley Creek,8/9/2015,221,76,4.5,14,4/15/2016,106,Lower Granite,92,9.1,250,16,4.6
384.1B7976E98D,Bear Valley Creek,8/9/2015,221,77,4.5,14,4/26/2016,117,Lower Granite,110,15,261,33,10.5
3D9.1C2DE83C4A,Bear Valley Creek,8/9/2015,221,81,4.9,14,4/24/2016,115,Lower Granite,100,11,259,19,6.1
3D9.1C2E07F2F8,Bear Valley Creek,8/9/2015,221,81,4.4,14,4/28/2016,119,Lower Granite,105,13.2,263,24,8.8
3D9.1C2E02AABB,Bear Valley Creek,8/9/2015,221,81,6.3,14,5/10/2016,131,Lower Granite,113,15.9,275,32,9.6
3DD.00779CF6B6,Bear Valley Creek,8/3/2016,216,70,4.2,11,4/28/2017,118,Lower Granite,97,9.3,267,27,5.1
3DD.00779BB94D,Bear Valley Creek,8/3/2016,216,74,4.5,11,4/20/2017,110,Lower Granite,100,9.7,259,26,5.2
3DD.00779CF816,Bear Valley Creek,8/3/2016,216,81,6.8,11,4/27/2017,117,Lower Granite,100,10.9,266,19,4.1
3DD.00779D64A5,Bear Valley Creek,8/3/2016,216,82,7.9,11,4/17/2017,107,Lower Granite,102,10.8,256,20,2.9
3DD.00779BD916,Bear Valley Creek,8/4/2016,217,63,4,12,4/15/2017,105,Lower Granite,96,9.6,253,33,5.6
3DD.00779BC93E,Bear Valley Creek,8/4/2016,217,65,3.9,12,6/6/2017,157,Lower Granite,106,14.8,305,41,10.9
3DD.00779C4829,Bear Valley Creek,8/4/2016,217,66,4.6,12,5/25/2017,145,Lower Granite,107,13.9,293,41,9.3
3DD.00779BA8FB,Bear Valley Creek,8/4/2016,217,66,4.3,12,4/25/2017,115,Lower Granite,111,13.6,263,45,9.3
3DD.00779BDE8E,Bear Valley Creek,8/4/2016,217,67,4.6,12,5/27/2017,147,Lower Granite,104,10.9,295,37,6.3
3DD.00779BDCDA,Bear Valley Creek,8/4/2016,217,68,4.8,12,4/11/2017,101,Lower Granite,98,10.3,249,30,5.5
3DD.00779BA671,Bear Valley Creek,8/4/2016,217,68,4.2,12,4/14/2017,104,Lower Granite,100,9.9,252,32,5.7
3DD.00779CC373,Bear Valley Creek,8/4/2016,217,68,4.4,12,4/28/2017,118,Lower Granite,103,11.5,266,35,7.1
3DD.00779D4C73,Bear Valley Creek,8/4/2016,217,68,4.7,12,4/28/2017,118,Lower Granite,106,12,266,38,7.3
3DD.00779C0260,Bear Valley Creek,8/4/2016,217,69,4.6,12,4/28/2017,118,Lower Granite,98,10.1,266,29,5.5
3DD.00779B9913,Bear Valley Creek,8/4/2016,217,70,5.1,12,4/28/2017,118,Lower Granite,104,12.3,266,34,7.2
3DD.00779C8D12,Bear Valley Creek,8/4/2016,217,70,4.5,12,5/10/2017,130,Lower Granite,107,13.6,278,37,9.1
3DD.00779CF2BC,Bear Valley Creek,8/4/2016,217,71,3.7,12,4/25/2017,115,Lower Granite,101,10.6,263,30,6.9
3DD.00779C7ADB,Bear Valley Creek,8/4/2016,217,71,4.3,12,4/19/2017,109,Lower Granite,108,13,257,37,8.7
3DD.00779BB70F,Bear Valley Creek,8/4/2016,217,73,4.9,12,4/17/2017,107,Lower Granite,92,7.9,255,19,3
3DD.00779D5C59,Bear Valley Creek,8/4/2016,217,73,5.5,12,4/14/2017,104,Lower Granite,96,9.6,252,23,4.1
3DD.00779BC4C5,Bear Valley Creek,8/4/2016,217,73,4.3,12,4/19/2017,109,Lower Granite,97,9.8,257,24,5.5
3DD.00779B9FCD,Bear Valley Creek,8/4/2016,217,73,4.3,12,4/26/2017,116,Lower Granite,106,12.6,264,33,8.3
3DD.00779D38CA,Bear Valley Creek,8/4/2016,217,76,5.8,12,4/27/2017,117,Lower Granite,98,10.9,265,22,5.1
3DD.00779D45E4,Bear Valley Creek,8/4/2016,217,81,6.7,12,5/8/2017,128,Lower Granite,104,10.7,276,23,4
3DD.0077B36021,Bear Valley Creek,7/28/2017,209,60,2.6,13,5/15/2018,135,Lower Granite,106,12.9,291,46,10.3
384.1B7974A54E,Bear Valley Creek,7/28/2017,209,60,2.7,13,5/9/2018,129,Lower Granite,105,14.2,285,45,11.5
3DD.0077B3E99E,Bear Valley Creek,7/28/2017,209,61,2.8,13,5/9/2018,129,Lower Granite,96,11,285,35,8.2
